IATA,ICAO,Airport name,Country,City
DUF,,Pine Island Airport,United States of America,Corolla
DUG,KDUG,Bisbee Douglas International Airport,United States of America,Douglas Bisbee
DUJ,KDUJ,DuBois Regional Airport,United States of America,Dubois
DUK,FADK,Mubatuba Airport,South Africa,Mubatuba
DUM,WIBD,Pinang Kampai Airport,Indonesia,Dumai-Sumatra Island
DUQ,,Duncan Airport,Canada,Duncan
DUR,FALE,King Shaka International Airport,South Africa,Durban
DUS,EDDL,Düsseldorf Airport,Germany,Düsseldorf
DUT,PADU,Unalaska Airport,United States of America,Unalaska
DVD,,Andavadoaka Airport,Madagascar,Andavadoaka
DVK,,Diavik Airport,Canada,Diavik
DVL,KDVL,Devils Lake Regional Airport,United States of America,Devils Lake
DVN,KDVN,Davenport Municipal Airport,United States of America,Davenport
DVO,RPMD,Francisco Bangoy International Airport,Philippines,Davao City
DVP,YDPD,Davenport Downs Airport,Australia,
DVR,YDMN,Daly River Airport,Australia,
DVT,KDVT,Phoenix Deer Valley Airport,United States of America,Phoenix
DWA,FWDW,Dwangwa Airport,Malawi,Dwangwa
DWB,FMNO,Soalala Airport,Madagascar,Soalala
DWC,OMDW,Al Maktoum International Airport,United Arab Emirates,Jebel Ali
DWD,OEDM,King Salman Abdulaziz Airport,Saudi Arabia,Dawadmi
DWH,KDWH,David Wayne Hooks Memorial Airport,United States of America,Houston
DWR,,Dywer Airbase,Afghanistan,Camp Dwyer
DXB,OMDB,Dubai International Airport,United Arab Emirates,Dubai
DXD,YDIX,Dixie Airport,Australia,New Dixie
DXE,KMBO,Bruce Campbell Field,United States of America,Madison
DXR,KDXR,Danbury Municipal Airport,United States of America,Danbury
DYA,YDYS,Dysart Airport,Australia,
DYG,ZGDY,Dayong Airport,China,Dayong
DYL,KDYL,Doylestown Airport,United States of America,Doylestown
DYM,,Diamantina Lakes Airport,Australia,Diamantina Lakes
DYR,UHMA,Ugolny Airport,Russia,Anadyr
DYS,KDYS,Dyess Air Force Base,United States of America,Abilene
DYU,UTDD,Dushanbe Airport,Tajikistan,Dushanbe
DYW,YDLW,Daly Waters Airport,Australia,Daly Waters
DZA,FMCZ,Dzaoudzi Pamandzi International Airport,Mayotte,Dzaoudzi
DZI,,Codazzi Airport,Colombia,Hacienda Borrero
DZN,UAKD,Zhezkazgan Airport,Kazakhstan,Zhezkazgan
DZO,SUDU,Santa Bernardina International Airport,Uruguay,Durazno
DZU,,Dazu Air Base,China,Dazu
EAA,PAEG,Eagle Airport,United States of America,Eagle
EAB,OYAB,Abbse Airport,Yemen,Abbse
EAE,NVSE,Siwo Airport,Vanuatu,Emae Island
EAL,,Elenak Airport,Marshall Islands,Mejato Island
EAM,OENG,Nejran Airport,Saudi Arabia,Najran
EAN,KEAN,Phifer Airfield,United States of America,Wheatland
EAR,KEAR,Kearney Regional Airport,United States of America,Kearney
EAS,LESO,San Sebastian Airport,Spain,Hondarribia
EAT,KEAT,Pangborn Memorial Airport,United States of America,Wenatchee
EAU,KEAU,Chippewa Valley Regional Airport,United States of America,Eau Claire
EBA,LIRJ,Marina Di Campo Airport,Italy,Marina  Di Campo
EBB,HUEN,Entebbe International Airport,Uganda,Kampala
EBD,HSOB,El Obeid Airport,Sudan,Al-Ubayyid
EBG,SKEB,El Bagre Airport,Colombia,El Bagre
EBH,DAOY,El Bayadh Airport,Algeria,El Bayadh
EBJ,EKEB,Esbjerg Airport,Denmark,Esbjerg
EBL,ORER,Erbil International Airport,Iraq,Arbil
EBM,DTTR,El Borma Airport,Tunisia,El Borma
EBN,,Ebadon Airport,Marshall Islands,Ebadon Island
EBO,,Ebon Airport,Marshall Islands,Ebon Atoll
EBS,KEBS,Webster City Municipal Airport,United States of America,Webster City
EBU,LFMH,Saint-Étienne-Bouthéon Airport,France,Saint-Étienne/Bouthéon
EBW,FKKW,Ebolowa Airport,Cameroon,Ebolowa
ECA,,Iosco County Airport,United States of America,East Tawas
ECG,KECG,Elizabeth City Regional Airport & Coast Guard Air Station,United States of America,Elizabeth City
ECH,YECH,Echuca Airport,Australia,
ECI,MNCE,Costa Esmeralda Airport,Nicaragua,Tola
ECN,LCEN,Ercan International Airport,Cyprus,Nicosia
ECO,,El Encanto Airport,Colombia,El Encanto
ECP,KECP,Northwest Florida Beaches International Airport,United States of America,Panama City Beach
ECR,,El Charco Airport,Colombia,El Charco
ECS,KECS,Mondell Field,United States of America,Newcastle
ECV,LECU,Cuatro Vientos Airport,Spain,Madrid
EDB,HSDB,El Debba Airport,Sudan,El Debba
EDD,YERL,Erldunda Airport,Australia,
EDE,KEDE,Northeastern Regional Airport,United States of America,Edenton
EDF,PAED,Elmendorf Air Force Base,United States of America,Anchorage
EDI,EGPH,Edinburgh Airport,United Kingdom,Edinburgh
EDK,KEQA,Captain Jack Thomas El Dorado Airport,United States of America,El Dorado
EDL,HKEL,Eldoret International Airport,Kenya,Eldoret
EDM,LFRI,La Roche-sur-Yon Airport,France,La Roche-sur-Yon/Les Ajoncs
EDN,UHWE,Yedinka Airport,Russia,Yedinka
EDO,LTFD,Balıkesir Körfez Airport,Turkey,Edremit
EDQ,,Erandique Airport,Honduras,Erandique
EDR,YPMP,Pormpuraaw Airport,Australia,Pormpuraaw
EDW,KEDW,Edwards Air Force Base,United States of America,Edwards
EED,KEED,Needles Airport,United States of America,Needles
EEK,PAEE,Eek Airport,United States of America,Eek
EEN,KEEN,Dillant Hopkins Airport,United States of America,Keene
EFD,KEFD,Ellington Airport,United States of America,Houston
EFG,,Efogi Airport,Papua New Guinea,Efogi
EFK,KEFK,Northeast Kingdom International Airport,United States of America,Newport
EFL,LGKF,Kefallinia Airport,Greece,Kefallinia Island
EFW,KEFW,Jefferson Municipal Airport,United States of America,Jefferson
EGA,AYEN,Engati Airstrip,Papua New Guinea,Engati
EGC,LFBE,Bergerac-Roumanière Airport,France,Bergerac/Roumanière
EGE,KEGE,Eagle County Regional Airport,United States of America,Eagle
EGH,HEGR,El Gora Airport,Egypt,El Gora
EGI,KEGI,Duke Field,United States of America,Crestview
EGL,HANG,Negele Airport,Ethiopia,Negele Borana
EGM,AGGS,Sege Airport,Solomon Islands,Sege
EGN,HSGN,Geneina Airport,Sudan,Geneina
EGO,UUOB,Belgorod International Airport,Russia,Belgorod
EGP,,Maverick County Memorial International Airport,United States of America,Eagle Pass
EGS,BIEG,Egilsstaðir Airport,Iceland,Egilsstaðir
EGV,KEGV,Eagle River Union Airport,United States of America,Eagle River
EGX,PAII,Egegik Airport,United States of America,Egegik
EHL,SAVB,El Bolson Airport,Argentina,El Bolson
EHM,PAEH,Cape Newenham LRRS Airport,United States of America,Cape Newenham
EIB,EDGE,Eisenach-Kindel Airport,Germany,Eisenach
EIE,UNII,Yeniseysk Airport,Russia,Yeniseysk
EIH,YEIN,Einasleigh Airport,Australia,Einasleigh
EIK,URKE,Yeysk Airport,Russia,Yeysk
EIL,PAEI,Eielson Air Force Base,United States of America,Fairbanks
EIN,EHEH,Eindhoven Airport,Netherlands,Eindhoven
EIS,TUPJ,Terrance B. Lettsome International Airport,British Virgin Islands,Road Town
EIY,LLEY,Ein Yahav Airfield,Israel,Sapir
EJA,SKEJ,Yariguíes Airport,Colombia,Barrancabermeja
EJH,OEWJ,Al Wajh Domestic Airport,Saudi Arabia,Al Wajh
EJN,,Ejin Banner-Taolai Airport,China,Ejin Banner
EJT,,Enejit Airport,Marshall Islands,Enejit Island
EKA,KEKA,Murray Field,United States of America,Eureka
EKB,UASB,Ekibastuz Airport,Kazakhstan,Ekibastuz
EKD,YELK,Elkedra Airport,Australia,
EKI,KEKM,Elkhart Municipal Airport,United States of America,Elkhart
EKN,KEKN,Elkins-Randolph Co-Jennings Randolph Field,United States of America,Elkins
EKO,KEKO,Elko Regional Airport,United States of America,Elko
EKS,UHSK,Shakhtyorsk Airport,Russia,Shakhtersk
EKT,ESSU,Eskilstuna Airport,Sweden,Eskilstuna
EKX,KEKX,Addington Field,United States of America,Elizabethtown
ELA,KELA,Eagle Lake Airport,United States of America,Eagle Lake
ELB,SKBC,Las Flores Airport,Colombia,El Banco
ELC,YELD,Elcho Island Airport,Australia,Elcho Island
ELD,KELD,South Arkansas Regional At Goodwin Field,United States of America,El Dorado
ELE,,EL Real Airport,Panama,El Real de Santa María
ELF,HSFS,El Fasher Airport,Sudan,El Fasher
ELG,DAUE,El Golea Airport,Algeria,
ELH,MYEH,North Eleuthera Airport,Bahamas,North Eleuthera
ELI,PFEL,Elim Airport,United States of America,Elim
ELJ,,El Recreo Airport,Colombia,Ruperto Polania
ELK,KELK,Elk City Regional Business Airport,United States of America,Elk City
ELL,FAER,Ellisras Matimba Airport,South Africa,Ellisras
ELM,KELM,Elmira Corning Regional Airport,United States of America,Elmira/Corning
ELN,KELN,Bowers Field,United States of America,Ellensburg
ELO,SATD,El Dorado Airport,Argentina,El Dorado
ELP,KELP,El Paso International Airport,United States of America,El Paso
ELQ,OEGS,Gassim Airport,Saudi Arabia,Buraydah
ELR,,Elelim Airport,Indonesia,Elelim-Papua Island
ELS,FAEL,Ben Schoeman Airport,South Africa,East London
ELT,HETR,El Tor Airport,Egypt,El-Tor
ELU,DAUO,Guemar Airport,Algeria,Guemar
ELY,KELY,Ely Airport Yelland Field,United States of America,Ely
ELZ,KELZ,"Wellsville Municipal Arpt,Tarantine Field",United States of America,Wellsville
EMA,EGNX,East Midlands Airport,United Kingdom,Nottingham
EMD,YEML,Emerald Airport,Australia,Emerald
EME,EDWE,Emden Airport,Germany,Emden
EMG,FAEM,Empangeni Airport,South Africa,Empangeni
EMI,,Emirau Airport,Papua New Guinea,Emirau Island
EMK,PAEM,Emmonak Airport,United States of America,Emmonak
EML,LSME,Emmen Air Base,Switzerland,Ebikon
EMM,KEMM,Kemmerer Municipal Airport,United States of America,Kemmerer
EMN,GQNI,Néma Airport,Mauritania,Néma
EMO,AYEO,Emo River Airstrip,Papua New Guinea,Emo Mission
EMP,KEMP,Emporia Municipal Airport,United States of America,Emporia
EMS,AYEB,Embessa Airport,Papua New Guinea,Embessa
EMT,KEMT,San Gabriel Valley Airport,United States of America,El Monte
EMX,SAVD,El Maiten Airport,Argentina,El Maiten
EMY,,El Minya Airport,Egypt,Minya
ENA,PAEN,Kenai Municipal Airport,United States of America,Kenai
ENB,YEEB,Eneabba Airport,Australia,Eneabba
ENC,LFSN,Nancy-Essey Airport,France,Nancy/Essey
END,KEND,Vance Air Force Base,United States of America,Enid
ENE,WATE,Ende (H Hasan Aroeboesman) Airport,Indonesia,Ende-Flores Island
ENF,EFET,Enontekio Airport,Finland,Enontekio
ENH,ZHES,Enshi Airport,China,Enshi
ENI,,El Nido Airport,Philippines,El Nido
ENJ,,El Naranjo Airport,Guatemala,El Naranjo
ENK,EGAB,St Angelo Airport,United Kingdom,Enniskillen
ENL,KENL,Centralia Municipal Airport,United States of America,Centralia
ENN,PANN,Nenana Municipal Airport,United States of America,Nenana
ENO,SGEN,Encarnación Airport,Paraguay,Encarnación
ENS,EHTW,Twente Airport,Netherlands,Enschede
ENT,PKMA,Eniwetok Airport,Marshall Islands,Eniwetok Atoll
ENU,DNEN,Akanu Ibiam International Airport,Nigeria,Enegu
ENV,KENV,Wendover Airport,United States of America,Wendover
ENW,KENW,Kenosha Regional Airport,United States of America,Kenosha
ENY,ZLYA,Yan'an Ershilipu Airport,China,Yan'an
EOH,SKMD,Enrique Olaya Herrera Airport,Colombia,Medellín
EOI,EGED,Eday Airport,United Kingdom,Eday
EOK,KEOK,Keokuk Municipal Airport,United States of America,Keokuk
EOR,SVED,El Dorado Airport,Venezuela,Bolivar
EOZ,SVEZ,Elorza Airport,Venezuela,
EPA,SADP,El Palomar Airport,Argentina,El Palomar
EPG,,Browns Airport,United States of America,Weeping Water
EPH,KEPH,Ephrata Municipal Airport,United States of America,Ephrata
EPL,LFSG,Épinal-Mirecourt Airport,France,Épinal/Mirecourt
EPR,YESP,Esperance Airport,Australia,Esperance
EPS,MDPO,Samana El Portillo Airport,Dominican Republic,Samana
EPT,AYEL,Eliptamin Airport,Papua New Guinea,Eliptamin
EPU,EEPU,Pärnu Airport,Estonia,Pärnu
EQS,SAVE,Brigadier Antonio Parodi Airport,Argentina,Esquel
ERA,HCMU,Erigavo Airport,Somalia,Erigavo
ERB,YERN,Ernabella Airport,Australia,
ERC,LTCD,Erzincan Airport,Turkey,Erzincan
ERE,,Erave Airport,Papua New Guinea,Erave
ERF,EDDE,Erfurt Airport,Germany,Erfurt
ERG,UIKE,Yerbogachen Airport,Russia,Erbogachen
ERH,GMFK,Moulay Ali Cherif Airport,Morocco,Errachidia
ERI,KERI,Erie International Tom Ridge Field,United States of America,Erie
ERL,ZBER,Erenhot Saiwusu International Airport,China,Erenhot
ERM,SSER,Erechim Airport,Brazil,Erechim
ERN,SWEI,Eirunepé Airport,Brazil,Eirunepé
ERQ,YESE,Elrose Airport,Australia,Elrose Mine
ERR,KERR,Errol Airport,United States of America,Errol
ERS,FYWE,Eros Airport,Namibia,Windhoek
ERT,,Erdenet Airport,Mongolia,Erdenet
ERU,AYER,Erume Airport,Papua New Guinea,Erume
ERV,KERV,Kerrville Municipal Louis Schreiner Field,United States of America,Kerrville
ERZ,LTCE,Erzurum International Airport,Turkey,Erzurum
ESA,,Esa'ala Airport,Papua New Guinea,Esa'ala
ESB,LTAC,Esenboğa International Airport,Turkey,Ankara
ESC,KESC,Delta County Airport,United States of America,Escanaba
ESD,KORS,Orcas Island Airport,United States of America,Eastsound
ESE,MMES,Ensenada International Airport,Mexico,Ensenada
ESF,KESF,Esler Regional Airport,United States of America,Alexandria
ESG,SGME,Dr. Luis Maria Argaña International Airport,Paraguay,Mariscal Estigarribia
ESH,EGKA,Shoreham Airport,United Kingdom,Brighton
ESI,SBEP,Espinosa Airport,Brazil,Espinosa
ESK,LTBI,Eskişehir Air Base,Turkey,Eskisehir
ESL,URWI,Elista Airport,Russia,Elista
ESM,SETN,General Rivadeneira Airport,Ecuador,Tachina
ESN,KESN,Easton Newnam Field,United States of America,Easton
ESO,,Ohkay Owingeh Airport,United States of America,Espanola
ESP,,Stroudsburg Pocono Airport,United States of America,East Stroudsburg
ESR,SCES,Ricardo García Posada Airport,Chile,El Salvador
ESS,EDLE,Essen Mulheim Airport,Germany,Mülheim an der Ruhr
EST,KEST,Estherville Municipal Airport,United States of America,Estherville
ESU,GMMI,Mogador Airport,Morocco,Essaouira
ESW,KESW,Easton State Airport,United States of America,Easton
ETB,KETB,West Bend Municipal Airport,United States of America,West Bend
ETD,YEDA,Etadunna Airport,Australia,Etadunna
ETE,HAMM,Metema Airport,Ethiopia,Metema
ETH,LLET,Eilat Airport,Israel,Eilat
ETL,UHTQ,Svetlaya Airport,Russia,Svetlaya
ETM,LLER,Ramon Airport,Israel,Eilat
ETN,KETN,Eastland Municipal Airport,United States of America,Eastland
ETR,SERO,Santa Rosa International Airport,Ecuador,Santa Rosa
ETS,KEDN,Enterprise Municipal Airport,United States of America,Enterprise
ETZ,LFJL,Metz-Nancy-Lorraine Airport,France,Metz / Nancy
EUA,NFTE,Kaufana Airport,Tonga,Eua Island
EUC,YECL,Eucla Airport,Australia,
EUE,,Eureka Airport,United States of America,Eureka
EUF,KEUF,Weedon Field,United States of America,Eufaula
EUG,KEUG,Mahlon Sweet Field,United States of America,Eugene
EUM,EDHN,Neumünster Airport,Germany,Neumünster
EUN,GMML,Hassan I Airport,Western Sahara,El Aaiún
EUO,,Paratebueno Airport,Colombia,Paratebueno
EUQ,RPVS,Evelio Javier Airport,Philippines,San Jose
EUX,TNCE,F. D. Roosevelt Airport,Caribbean Netherlands,Sint Eustatius
EVD,YEVA,Eva Downs Airport,Australia,Eva Downs
EVE,ENEV,"Harstad/Narvik Airport, Evenes",Norway,Evenes
EVG,ESND,Sveg Airport,Sweden,Sveg
EVH,YEVD,Evans Head Aerodrome,Australia,Evans Head
EVM,KEVM,Eveleth Virginia Municipal Airport,United States of America,Eveleth
EVN,UDYZ,Zvartnots International Airport,Armenia,Yerevan
EVV,KEVV,Evansville Regional Airport,United States of America,Evansville
EVW,KEVW,Evanston-Uinta County Airport-Burns Field,United States of America,Evanston
EVX,LFOE,Évreux-Fauville (BA 105) Air Base,France,Évreux/Fauville
EWB,KEWB,New Bedford Regional Airport,United States of America,New Bedford
EWE,,Ewer Airport,Indonesia,Asmat
EWI,WABT,Enarotali Airport,Indonesia,Enarotali-Papua Island
EWK,KEWK,Newton City-County Airport,United States of America,Newton
EWN,KEWN,Coastal Carolina Regional Airport,United States of America,New Bern
EWO,FCOE,Ewo Airport,Republic of the Congo,Ewo
EWR,KEWR,Newark Liberty International Airport,United States of America,Newark
EXM,YEXM,Exmouth Airport,Australia,
EXT,EGTE,Exeter International Airport,United Kingdom,Exeter
EYK,USHY,Beloyarskiy Airport,Russia,Beloyarskiy
EYL,GAYE,Yélimané Airport,Mali,Yélimané
EYP,SKYP,El Yopal Airport,Colombia,El Yopal
EYR,,Yerington Municipal Airport,United States of America,Yerington
EYS,HKES,Eliye Springs Airport,Kenya,Eliye Springs
EYW,KEYW,Key West International Airport,United States of America,Key West
EZE,SAEZ,Ministro Pistarini International Airport,Argentina,Buenos Aires
EZS,LTCA,Elazığ Airport,Turkey,Elazığ
EZV,USHB,Berezovo Airport,Russia,Berëzovo
FAA,GUFH,Faranah Airport,Guinea,Faranah
FAB,EGLF,Farnborough Airport,United Kingdom,Farnborough
FAC,NTKF,Faaite Airport,French Polynesia,
FAE,EKVG,Vagar Airport,Faroe Islands,Vagar
FAF,KFAF,Felker Army Air Field,United States of America,Fort Eustis
FAG,BIFM,Fagurhólsmýri Airport,Iceland,Fagurhólsmýri
FAH,OAFR,Farah Airport,Afghanistan,Farah
FAI,PAFA,Fairbanks International Airport,United States of America,Fairbanks
FAJ,TJFA,Diego Jimenez Torres Airport,Puerto Rico,Fajardo
FAM,KFAM,Farmington Regional Airport,United States of America,Farmington
FAN,ENLI,Lista Airport,Norway,Farsund
FAO,LPFR,Faro Airport,Portugal,Faro
FAQ,AYFR,Frieda River Airport,Papua New Guinea,Frieda River
FAR,KFAR,Hector International Airport,United States of America,Fargo
FAS,BIFF,Fáskrúðsfjörður Airport,Iceland,Fáskrúðsfjörður
FAT,KFAT,Fresno Yosemite International Airport,United States of America,Fresno
FAU,OOFD,Fahud Airport,Oman,Fahud
FAV,NTGF,Fakarava Airport,French Polynesia,
FAY,KFAY,Fayetteville Regional Grannis Field,United States of America,Fayetteville
FAZ,OISF,Fasa Airport,Iran,Fasa
FBA,SWOB,Fonte Boa Airport,Brazil,Fonte Boa
FBD,OAFZ,Fayzabad Airport,Afghanistan,Fayzabad
FBE,SSFB,Francisco Beltrão Airport,Brazil,Francisco Beltrão
FBG,KFBG,Simmons Army Air Field,United States of America,Fort Bragg
FBK,PAFB,Ladd AAF Airfield,United States of America,Fairbanks/Ft Wainwright
FBL,KFBL,Faribault Municipal Airport-Liz Wall Strohfus Field,United States of America,Faribault
FBM,FZQA,Lubumbashi International Airport,Democratic Republic of the Congo,Lubumbashi
FBR,KFBR,Fort Bridger Airport,United States of America,Fort Bridger
FBY,KFBY,Fairbury Municipal Airport,United States of America,Fairbury
FCA,KGPI,Glacier Park International Airport,United States of America,Kalispell
FCB,FAFB,Ficksburg Sentraoes Airport,South Africa,Ficksburg
FCH,KFCH,Fresno Chandler Executive Airport,United States of America,Fresno
FCM,KFCM,Flying Cloud Airport,United States of America,Minneapolis
FCN,ETMN,Nordholz Naval Airbase,Germany,Cuxhaven
FCO,LIRF,Leonardo da Vinci–Fiumicino Airport,Italy,Rome
FCS,KFCS,Butts AAF (Fort Carson) Air Field,United States of America,Fort Carson
FCY,KFCY,Forrest City Municipal Airport,United States of America,Forrest City
FDA,SKFU,Fundación Airport,Colombia,Fundación
FDE,ENBL,Førde Airport,Norway,Førde
FDF,TFFF,Martinique Aimé Césaire International Airport,Martinique,Fort-de-France
FDH,EDNY,Friedrichshafen Airport,Germany,Friedrichshafen
FDK,KFDK,Frederick Municipal Airport,United States of America,Frederick
FDO,SADF,San Fernando Airport,Argentina,San Fernando
FDR,KFDR,Frederick Regional Airport,United States of America,Frederick
FDU,FZBO,Bandundu Airport,Democratic Republic of the Congo,Bandundu
FDY,KFDY,Findlay Airport,United States of America,Findlay
FEA,,Fetlar Airport,United Kingdom,Fetlar Island
FEB,VNSR,Sanfebagar Airport,Nepal,Sanfebagar
FEC,SNJD,João Durval Carneiro Airport,Brazil,Feira De Santana
FEG,UTKF,Fergana International Airport,Uzbekistan,Fergana
FEJ,SNOU,Feijó Airport,Brazil,Feijó
FEK,DIFK,Ferkessedougou Airport,Ivory Coast,Ferkessedougou
FEL,ETSF,Fürstenfeldbruck Air Base,Germany,Fürstenfeldbruck
FEN,SBFN,Fernando de Noronha Airport,Brazil,Fernando De Noronha
FEP,KFEP,Albertus Airport,United States of America,Freeport
FET,KFET,Fremont Municipal Airport,United States of America,Fremont
FEZ,GMFF,Saïss Airport,Morocco,Fes
FFA,KFFA,First Flight Airport,United States of America,Kill Devil Hills
FFD,EGVA,RAF Fairford,United Kingdom,Fairford
FFL,KFFL,Fairfield Municipal Airport,United States of America,Fairfield
FFM,KFFM,Fergus Falls Municipal Airport - Einar Mickelson Field,United States of America,Fergus Falls
FFO,KFFO,Wright-Patterson Air Force Base,United States of America,Dayton
FFT,KFFT,Capital City Airport,United States of America,Frankfort
FFU,SCFT,Futaleufú Airport,Chile,Futaleufu
FGD,GQPF,Fderik Airport,Mauritania,Fderik
FGI,NSFI,Fagali'i Airport,Samoa,Apia
FGU,NTGB,Fangatau Airport,French Polynesia,
FHU,KFHU,Sierra Vista Municipal Libby Army Air Field,United States of America,Fort Huachuca Sierra Vista
FHZ,NTKH,Fakahina Airport,French Polynesia,Fakahina
FID,,Elizabeth Field,United States of America,Fishers Island
FIE,EGEF,Fair Isle Airport,United Kingdom,Fair Isle
FIG,GUFA,Fria Airport,Guinea,Fria
FIH,FZAA,Ndjili International Airport,Democratic Republic of the Congo,Kinshasa
